0,1075,0.0030002593994140625
500000,785,91.39979529380798
1000000,726,172.32514238357544
1500000,699,254.43869018554688
2000000,687,336.0372350215912
2500000,678,421.556188583374
3000000,673,504.3601384162903
3500000,662,588.5958895683289
4000000,655,673.9318413734436
4500000,650,757.3915915489197
5000000,648,843.7741503715515
5500000,644,926.5516977310181
6000000,638,1014.3870549201965
6500000,631,1095.0309977531433
7000000,623,1180.7745506763458
7500000,621,1264.318102836609
8000000,619,1346.7250514030457
8500000,615,1429.3488011360168
9000000,612,1512.0301489830017
9500000,612,1592.7282934188843
10000000,609,1673.8058385849
10500000,603,1758.5215954780579
11000000,599,1841.6155445575714
11500000,596,1921.2820868492126
12000000,594,2001.8112301826477
12500000,592,2083.0967786312103
13000000,587,2163.696925878525
13500000,582,2245.407472848892
14000000,578,2326.452218770981
14500000,575,2405.0289618968964
15000000,570,2487.892514228821
15500000,567,2568.1730613708496
16000000,565,2647.6270055770874
16500000,561,2726.5217452049255
17000000,559,2807.257688999176
17500000,556,2884.5290257930756
18000000,553,2961.374161720276
18500000,551,3040.150101661682
19000000,550,3113.2722363471985
19500000,545,3193.0021789073944
20000000,542,3269.1687157154083
20500000,538,3347.6432547569275
21000000,538,3423.978193283081
21500000,538,3505.1695425510406
22000000,536,3583.408085346222
22500000,534,3658.3372197151184
23000000,532,3740.141569375992
23500000,532,3815.1221072673798
24000000,530,3891.3138439655304
24500000,529,3968.928782224655
25000000,528,4046.109721660614
25500000,526,4119.345651626587
26000000,526,4196.125792264938
26500000,525,4269.442326068878
27000000,525,4346.501073360443
27500000,524,4425.122418165207
28000000,523,4498.678750038147
28500000,521,4570.756678581238
29000000,519,4644.1738131046295
29500000,517,4719.582948923111
30000000,516,4792.908478736877
30500000,514,4869.417216062546
31000000,513,4943.412952423096
31500000,512,5014.062079668045
32000000,511,5089.289813041687
32500000,511,5160.850341558456
33000000,510,5232.256067991257
33500000,508,5308.102603673935
34000000,506,5377.717331647873
34500000,506,5452.4258670806885
35000000,505,5523.041996955872
35500000,504,5596.118926525116
36000000,504,5667.490858078003
36500000,503,5741.107589960098
37000000,501,5813.041519165039
37500000,499,5884.994246482849
38000000,498,5955.495171546936
38500000,498,6028.365304946899
39000000,498,6103.526038646698
39500000,498,6172.628762960434
40000000,498,6247.206097126007
40500000,498,6313.528818368912
41000000,498,6388.575351715088
41500000,498,6459.951679944992
42000000,496,6528.757805585861
42500000,495,6602.415742635727
43000000,495,6672.822869062424
43500000,495,6743.435196876526
44000000,495,6817.182328462601
44500000,495,6890.698058843613
45000000,495,6964.257990121841
45500000,495,7030.3565175533295
46000000,495,7097.053238630295
46500000,495,7165.770768880844
47000000,495,7237.36169552803
47500000,495,7308.8456246852875
48000000,494,7383.119157075882
48500000,494,7451.010678768158
49000000,494,7521.8508040905
49500000,493,7593.968334197998
50000000,493,7661.476053953171
50500000,492,7733.397184848785
51000000,492,7808.153318166733
51500000,492,7875.625837564468
52000000,492,7947.54736495018
52500000,492,8015.345484972
53000000,492,8090.157427310944
53500000,492,8161.272154569626
54000000,492,8228.753476381302
54500000,491,8295.862802743912
55000000,491,8365.47032737732
55500000,490,8435.79745388031
56000000,490,8507.860187530518
56500000,489,8580.795320272446
57000000,489,8647.99863910675
57500000,489,8721.66777062416
58000000,489,8790.56629371643
58500000,489,8857.873213291168
59000000,489,8930.61374425888
59500000,489,9002.516072511673
60000000,489,9070.778594017029
60500000,489,9143.604923009872
61000000,489,9209.078639030457
61500000,489,9278.150762557983
62000000,489,9350.901091575623
62500000,488,9421.583216667175
63000000,488,9487.675135850906
63500000,488,9560.753280878067
64000000,488,9626.456402301788
64500000,488,9701.2103369236
65000000,488,9770.233259439468
65500000,488,9839.898985862732
66000000,488,9909.166508674622
66500000,488,9982.96304821968
67000000,488,10050.822568178177
67500000,487,10119.247892141342
68000000,487,10193.36622595787
68500000,487,10261.60154747963
69000000,487,10329.206070184708
69500000,486,10400.59339928627
70000000,485,10467.102717161179
70500000,485,10538.815844774246
71000000,484,10606.547168016434
71500000,484,10675.293691158295
72000000,484,10749.89482831955
72500000,484,10817.033548593521
73000000,483,10900.486901760101
73500000,482,10986.491253852844
74000000,482,11057.133380651474
74500000,482,11125.836302280426
75000000,482,11195.941428661346
75500000,481,11266.864955425262
76000000,481,11334.511476278305
76500000,480,11402.747599601746
77000000,480,11475.552129983902
77500000,480,11545.835654735565
78000000,480,11612.890775442123
78500000,479,11683.335300683975
79000000,478,11751.374429941177
79500000,476,11822.279559135437
80000000,476,11889.309079170227
80500000,476,11959.423003673553
81000000,476,12027.015124559402
81500000,476,12097.643651723862
82000000,475,12167.101374864578
82500000,475,12234.76889705658
83000000,475,12302.97901892662
83500000,474,12371.828742027283
84000000,474,12441.754267692566
84500000,474,12507.22698354721
85000000,474,12577.84851026535
85500000,474,12645.905230998993
86000000,474,12715.296157360077
86500000,474,12787.361486196518
87000000,474,12854.270404577255
87500000,474,12925.208936452866
88000000,474,12991.411254167557
88500000,472,13062.006180286407
89000000,472,13129.313500642776
89500000,472,13199.938027381897
90000000,472,13269.471750736237
90500000,472,13342.327680587769
91000000,472,13408.436997413635
91500000,471,13478.807121753693
92000000,471,13547.260244607925
92500000,471,13620.064180135727
93000000,471,13689.097702503204
93500000,471,13755.10181927681
94000000,471,13826.206545829773
94500000,471,13892.927664756775
95000000,470,13961.116587162018
95500000,470,14030.352112531662
96000000,470,14097.993232011795
96500000,470,14167.31915473938
97000000,469,14234.209472894669
97500000,469,14303.955199480057
98000000,469,14371.672319173813
98500000,468,14438.08183836937
99000000,468,14507.993367671967
99500000,467,14575.09188747406
100000000,467,14639.365203142166
100500000,467,14708.73432636261
101000000,466,14773.661041259766
101500000,465,14841.930162191391
102000000,465,14911.12328839302
102500000,465,14977.771006584167
